shankhapushpi,https://www.planetayurveda.com/pa-wp-images/shankh-pushpi.jpg,"Shankhapushpi, an Ayurvedic herb, enhances cognitive function, improves memory, reduces stress and anxiety, promotes relaxation, and may support overall brain health, commonly used in traditional medicine and Ayurvedic formulations."
haritaki,https://healthiersteps.com/wp-content/uploads/2022/04/haritaki-dried.jpeg,"Haritaki, a powerful Ayurvedic herb, supports digestive health, relieves constipation, detoxifies the body, boosts immunity, and may aid in weight management. It's a key ingredient in many Ayurvedic formulations."
bilwa,https://www.chakrapaniayurveda.com/wp-content/uploads/2021/02/Bilwa.jpg,"Bilwa, also known as Bael, is a sacred tree in Hinduism. Its fruit, leaves, and roots are used in Ayurvedic medicine to treat digestive disorders, diarrhea, and dysentery."
kutaja,https://www.deepayurveda.com/wp-content/uploads/2021/07/Kurchi_holarrhena_antidysenterica_07.jpg,"Kutaja, also known as Holarrhena antidysenterica, is an Ayurvedic herb used to treat diarrhea, dysentery, and intestinal parasites. It possesses anti-diarrheal, anti-inflammatory, and antimicrobial properties."
hingwastaka churna,https://5.imimg.com/data5/SELLER/Default/2021/9/XQ/ZC/JG/21303383/herbal-powder-500x500-500x500.jpg,"Hingwastaka Churna, an Ayurvedic herbal powder, aids digestion, relieves gas, bloating, and indigestion. Its key ingredients include Asafoetida (Hing), Ginger, and Ajwain, commonly used in traditional medicine formulations."
lavanaabhaskara churna,https://tansukhherbals.com/cdn/shop/products/IMG_7905.jpg?v=1681733187&width=1920,"Lavana Bhaskara Churna is an Ayurvedic herbal powder used for digestive disorders like indigestion, bloating, and gas. It contains salt, ginger, and other herbs for promoting healthy digestion."
ajamodarka,https://srisuryaayurveda.in/wp-content/uploads/2023/07/Ajadamorkam-1.png,"Ajamodarka is a traditional Ayurvedic remedy made by soaking celery seeds in water. It aids digestion, relieves bloating, gas, and indigestion, commonly used in Ayurvedic practice for gastrointestinal issues."
dashmool powder with water,"https://m.media-amazon.com/images/I/71Bnnpf88pL._AC_UF1000,1000_QL80_.jpg","Dashmool powder mixed with water forms a traditional Ayurvedic decoction used to alleviate pain, inflammation, and fatigue. It supports overall health, particularly beneficial for joint disorders and menstrual discomfort."
dashmool oil,https://ayushpharmacy.co.in/wp-content/uploads/2023/05/1-40-1.jpg,"Dashmool oil is an Ayurvedic herbal oil formulation made from the roots of ten medicinal plants. It is used for massage therapy to relieve pain, inflammation, and stiffness, particularly in joints and muscles."
ashwagandha,https://d1f34ajap1v5tm.cloudfront.net/image/Powerful-Health-Benefits-Of-Ashwagandha.jpg,"Ashwagandha, also known as Withania somnifera, is a popular adaptogenic herb in Ayurvedic medicine. It helps reduce stress, boost immunity, improve cognitive function, increase energy levels, and promote overall well-being."
trikatu,https://www.ayurshop.in/image/cache/catalog/agastaya/trikatu%20churna%20ggast-500x500.jpg,"Trikatu is a classic Ayurvedic herbal blend consisting of three warming spices: ginger, black pepper, and long pepper. It aids digestion, improves metabolism, promotes circulation, and supports respiratory health."
shankh bhasma,https://5.imimg.com/data5/SELLER/Default/2024/1/380005970/BB/IY/SH/81510885/ayurvedic-shankh-bhasma.jpg,"Shankh Bhasma is a traditional Ayurvedic medicine prepared from conch shell. It's used to treat digestive disorders, acidity, gastritis, and provides relief from abdominal discomfort. It also supports bone health and enhances calcium absorption."
dadimashtaka churna,https://tansukhherbals.com/cdn/shop/files/27.jpg?v=1705490192&width=1946,"Dadimashtaka Churna is an Ayurvedic herbal powder made from pomegranate seeds and other herbs. It aids digestion, relieves acidity, gastritis, and diarrhea, and promotes gastrointestinal health."
kutajarishta,https://5.imimg.com/data5/SELLER/Default/2023/1/TU/DE/GT/25291767/kutajarishta-constipation.jpg,"Kutajarishta is a traditional Ayurvedic herbal tonic prepared by fermenting Kutaja (Holarrhena antidysenterica) bark with water and jaggery. It is used to treat diarrhea, dysentery, digestive disorders, and intestinal parasites."
sanjni vati,https://swadeshiayurved.com/cdn/shop/products/1SanjivaniVati3d.jpg?v=1676529352,"Sanjivani Vati is an Ayurvedic herbal tablet used to boost immunity, improve digestion, and enhance overall health and vitality. It contains a blend of herbs like Giloy, Amla, and Guggul, known for their rejuvenating properties."
sankha vati,https://5.imimg.com/data5/SELLER/Default/2020/10/GZ/TT/OR/28354919/sankha-vati.jpg,"Sankha Vati is an Ayurvedic herbal tablet primarily composed of Shankha Bhasma (conch shell ash). It aids digestion, relieves acidity, indigestion, and gastritis, promoting overall digestive health and well-being."
citrakadhi vati,https://swadeshiayurved.com/cdn/shop/products/1ChitrakadiVati3d.jpg?v=1676528834,"Citrakadi Vati is an Ayurvedic herbal tablet containing Citraka (Plumbago zeylanica) and other digestive herbs. It aids digestion, stimulates appetite, and relieves digestive issues like indigestion, gas, and bloating."
hingvadi vati,https://www.deepayurveda.com/wp-content/uploads/2019/11/hingwadi-avtti.jpg,"Hingvadi Vati is an Ayurvedic herbal tablet primarily composed of Hing (Asafoetida) and other digestive herbs. It aids digestion, relieves gas, bloating, and indigestion, commonly used for gastrointestinal discomfort."
shud laksha,https://i0.wp.com/www.ayurtimes.com/wp-content/uploads/2023/01/Ashwagandha-for-Weight-Loss.jpg?resize=220%2C150&ssl=1,"Shudh Laksha, also known as purified lac resin, is an Ayurvedic substance used in various medicinal formulations. It possesses healing properties and is used in the treatment of bleeding disorders, ulcers, and as a rejuvenating tonic for the body."
suhunjana beej,https://desijadibuti.com/wp-content/uploads/2021/12/Sehjan-beej-01.png,"Suhunjana Beej, also known as Moringa seeds, is an Ayurvedic herb rich in nutrients and antioxidants. It is used to improve digestion, promote liver health, lower cholesterol, and boost immunity."
shankh vati,https://www.wilsondrugs.com/storage/Products/97rypqTKHqQP8sBfc4jyYOuVDnip6m7S8YxZ90cl.png,"Shankha Vati is an Ayurvedic herbal tablet primarily composed of Shankha Bhasma (conch shell ash). It aids digestion, relieves acidity, indigestion, and gastritis, promoting overall digestive health and well-being."
drakshasava,https://www.patanjaliayurved.net/assets/product_images/additional_images/b_1688190822.png,"Drakshasava is a traditional Ayurvedic fermented herbal tonic made from grapes (Draksha) and various herbs. It is used to improve digestion, boost appetite, relieve anemia, and promote overall vitality and well-being."
pathyadi guggulu,https://thepunarvasu.com/wp-content/uploads/2020/08/Pathyadi-Guggulu-60tab.png,"Pathyadi Guggulu is a classical Ayurvedic herbal formulation in the form of a tablet. It consists of Guggulu (resin) and various herbs like Haritaki, Bibhitaki, and Amalaki. It is primarily used to treat disorders related to the mouth, throat, and respiratory system, including sore throat, tonsillitis, and cough."
tribhuvan kirti rasa,https://basicayurvedalimited.com/cdn/shop/products/1_BasicAyurvedaTribhuvanKirtiRas.jpg?v=1611398619,"Tribhuvan Kirti Rasa is a classical Ayurvedic medicine in tablet form. It is composed of ingredients like Shuddha Parada (purified mercury), Shuddha Gandhaka (purified sulfur), and various herbs. It is primarily used to treat fever, respiratory infections, and disorders related to the respiratory system, such as cough, cold, and bronchitis."
mrutyunjay rasa,"https://m.media-amazon.com/images/I/51qvUBcqASL._AC_UF1000,1000_QL80_.jpg","Mrutyunjay Rasa is an Ayurvedic medicine blend used for respiratory issues. Ingredients include Swarna Bhasma, Rajata Bhasma, Abhraka Bhasma, Vasa, Kantakari, and Shunthi. Guidance from an Ayurvedic practitioner is essential."
shivakshar pachan churna,https://m.media-amazon.com/images/I/81x1slo38aL.jpg,"Shivakshar Pachan Churna is an Ayurvedic digestive formulation. It contains ingredients like Shiva (sodium carbonate), Ajwain (carom seeds), and Saindhava (rock salt), aiding digestion and relieving digestive discomforts."
praval pisti,https://blog-images-1.pharmeasy.in/blog/production/wp-content/uploads/2023/02/19154015/15-741x452.jpg,"Praval Pisti is a traditional Ayurvedic medicine prepared from Coral (Praval) processed with herbal juices or decoctions. It's primarily used in Ayurveda for treating various health issues, including hyperacidity, gastritis, indigestion, acid reflux, and as a natural calcium supplement."
akik pishti,https://store.planetayurveda.com/cdn/shop/files/akik-pishti_966b1026-59eb-4c87-9493-d82bc2979afa.jpg?v=1709892893,"Akik Pishti is a classical Ayurvedic medicine prepared from Agate (Akik) gemstone. It undergoes a rigorous purification process followed by trituration with rose water. It's primarily used in Ayurveda to balance Pitta dosha, for cardiac health, as a coolant, and for conditions like palpitations and high blood pressure."
jahar mohra pishti,https://store.planetayurveda.com/cdn/shop/files/jahar-mohra-khatai-pishti_3fc02e22-1c5c-4ef2-be33-119be440c6e2.jpg?v=1709966000,"Jahar Mohra Pishti is a classical Ayurvedic medicine prepared from Jahar Mohra, a mineral compound primarily composed of silicate of lime and magnesium. It undergoes a purification process followed by grinding with rose water. It's used in Ayurveda to treat conditions like gastritis, acidity, ulcers, diarrhea, and to balance Pitta dosha."
Mudgaparni,https://www.liveayurved.com/images/medicinal-plants/mudgaparni.jpg,"Mudgaparni, or Wild Soybean, is a plant in Ayurveda known for digestion enhancement, immunity boost, and overall health improvement. Used in formulations for rheumatism, inflammation, and urinary disorders."
Jyotishmati,https://media.assettype.com/TNIE%2Fimport%2Fuploads%2Fuser%2Fckeditor_images%2Farticle%2F2019%2F8%2F14%2FJYOTISHMATI.jpg,"Jyotishmati, also known as Malkangani or Celastrus paniculatus, is an herb in Ayurveda. It's used for cognitive enhancement, memory improvement, and as a nervine tonic."
Vasant Kusumakar Ras,https://naturalved.com/wp-content/uploads/2020/10/Baidyanath-Basant-Kusumakar-Ras-Gold.jpg,"Vasant Kusumakar Ras is a classical Ayurvedic medicine known for its rejuvenating properties. It's formulated with a blend of various minerals and herbs, often used to manage diabetes, urinary disorders, sexual debility, and overall health improvement."
indukantham kashayam,https://www.avpayurveda.com/wp-content/uploads/2023/08/2-2-14.png,"Indukantham Kashayam is an Ayurvedic herbal decoction used for respiratory ailments such as cough, cold, bronchitis, and asthma. It contains herbs like Guduchi, Vasa, and Ativisha for their therapeutic effects."
trikatu churna,https://m.media-amazon.com/images/I/81fbE1aS5mL.jpg,"Trikatu Churna is a traditional Ayurvedic herbal blend consisting of three pungent spices: ginger (Shunthi), black pepper (Maricha), and long pepper (Pippali). It aids digestion, enhances metabolism, and clears respiratory congestion."
kamdhudha ras,https://cdn.healthybazar.com/images/product/large/healthybazar_16303120470.jpg,"Kamdudha Ras is a classical Ayurvedic medicine renowned for its cooling properties. It's composed of various minerals like Mukta (pearl), Shankha (conch shell), and processed with herbs like Praval Pishti (coral calcium). It's primarily used for hyperacidity, gastritis, and related digestive disorders."
Mukta pishti,"https://m.media-amazon.com/images/I/61VnhLfiSLL._AC_UF1000,1000_QL80_.jpg","Mukta Pishti is a classical Ayurvedic medicine made from pearl powder. It undergoes a purification process and is triturated with rose water. It's valued for its cooling properties and is used to balance Pitta dosha, treat hyperacidity, gastritis, ulcers, and improve overall health."
giloy satya,https://5.imimg.com/data5/SELLER/Default/2021/1/ZC/FJ/KY/39935063/giloy-papaya-juice-1000x1000.jpg,"Giloy Satva is an Ayurvedic herbal extract made from Guduchi (Tinospora cordifolia). It boosts immunity, aids digestion, treats fever, diabetes, and respiratory disorders. It's renowned for its rejuvenating properties."
Chandraprabha vati,https://aryaayurved.com/wp-content/uploads/2023/01/Chandraprabha-vati.jpg,"Chandraprabha Vati is a classical Ayurvedic medicine known for its diuretic and anti-inflammatory properties. It's used to treat urinary disorders, kidney stones, and reproductive health issues in both men and women."
Shankha prakshalana,https://naturehealz.com/wp-content/uploads/2021/10/shanka.jpeg,"Shankha Prakshalana is a yogic practice for cleansing the digestive tract. It involves drinking saline water and performing specific yoga postures to induce bowel movements, effectively flushing out toxins and promoting overall digestive health."
panchkol churna,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/d0uuyvlzmirit0a57tj5.jpg","Vasant Kusumakar Ras is a classical Ayurvedic medicine known for its rejuvenating properties. It's formulated with a blend of various minerals and herbs, often used to manage diabetes, urinary disorders, sexual debility, and overall health improvement."
ashta choornam,"https://m.media-amazon.com/images/I/51cahsMCrxL._AC_UF1000,1000_QL80_.jpg","Ashta Choornam is an Ayurvedic herbal powder blend consisting of eight herbs. It's primarily used for improving digestion, alleviating gas, and enhancing appetite. Common ingredients include cumin, coriander, ginger, and rock salt."
phadke,,"Phadke is a Marathi surname commonly found in the state of Maharashtra, India. It may also refer to various individuals, places, or businesses associated with the name."
sitopaladi churna,https://www.pravek.com/cdn/shop/products/Sitopaladi-Churna.png?v=1672649399,"Sitopaladi Churna is a classic Ayurvedic herbal powder blend used primarily for respiratory health. It consists of ingredients like sugar candy (sucrose), bamboo manna (Vanshlochan), long pepper (Pippali), cardamom, and cinnamon. It's used to relieve cough, cold, asthma, bronchitis, and throat irritation."
fenugreek seed,https://organicbazar.net/cdn/shop/products/Untitled-design-2022-06-02T160309.044.jpg?v=1694167783,"Fenugreek seeds, derived from Trigonella foenum-graecum, are used in cooking and herbal medicine. They aid digestion, regulate blood sugar, promote milk production in breastfeeding mothers, and possess anti-inflammatory properties."
ricinus communis,https://upload.wikimedia.org/wikipedia/commons/a/ac/Ricinus_communis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-257.jpg,"Ricinus communis is the castor oil plant. Its seeds produce castor oil, used in cosmetics and pharmaceuticals. Caution is needed as the seeds contain ricin, a toxic protein."
aamvatantak churna,https://store.planetayurveda.com/cdn/shop/files/aamvatantak-churna.jpg?v=1708773667,"Aamvatantak Churna is an Ayurvedic herbal powder blend used for managing rheumatoid arthritis (Aamvat) and related joint disorders. It contains anti-inflammatory and analgesic herbs, aiding in pain relief and improving joint mobility."
boswellia curcumin,https://store.planetayurveda.com/cdn/shop/files/boswellia-curcumin-capsules.jpg?v=1708422750,"Boswellia curcumin is a combination of two potent anti-inflammatory herbs, Boswellia serrata (Indian frankincense) and Curcuma longa (turmeric). It's commonly used to manage inflammatory conditions such as arthritis and promote overall joint health."
